respid
begindate
begintime
enddate
endtime
int01
int02
mode
instrument
dobm
doby
dobdate
p_dobm
p_doby
intdatem
intdatey
asex
age
partnerage
mumcores
dadcores
parentalive
haspartner
corespartner
coreskids
haschild
childover6
hhsize
hasyoungchild
hasbiolchildunder15
homeowner
hasmortgage
numpartners
numbiol
numstep
numadopt
totalchildren
childrenpartner_1
childrenpartner_2
childrenpartner_3
childrenpartner_4
childrenpartner_5
childrenpartner_6
childrenpartner_7
childrenpartner_8
childrenpartner_9
childrenpartner_10
childrenpartner_11
childrenpartner_12
childrenpartner_13
childrenpartner_14
childrenpartner_15
childrenpartner_16
childrenpartner_17
childrenpartner_18
childrenpartner_19
childrenpartner_20
dem01
dem02
dem03
dem04a
dem04b
dem04biso
dem05
dem06
dem07
dem08
dem09
dem10
dem11
dem12
dem14
dem15
dem16
dem17
dem18
dem19
dem20
dem21
dem22a
dem22
dem23
dem24a
dem24b
dem24biso
dem24c
dem24e
dem25
dem26
dem27
dem28a
dem28b
dem29a
dem29b
dem30a
dem30b
dem30c
dem30d
dem28c
dem31
dem32a
dem32b
dem32c
dem32d
dem33
dem33a
dem34
dem35
dem36a
dem36au
dem36b
dem36bu
dem37
dem38a
dem38b
dem38c
dem38d
dem38e
dem38f
dem38g
dem39a
dem39b
dem39c
dem39d
dem40
dem41
dem42
dem43
dem44
dem45
dem46
lhi01
lhi02
lhi04a_1
lhi04a_2
lhi04a_3
lhi04a_4
lhi04a_5
lhi04a_6
lhi04a_7
lhi04a_8
lhi04a_9
lhi04a_10
lhi04a_11
lhi04a_12
lhi04a_13
lhi04a_14
lhi04a_15
lhi04a_16
lhi04a_17
lhi04a_18
lhi04a_19
lhi04a_20
lhi04_1
lhi04_2
lhi04_3
lhi04_4
lhi04_5
lhi04_6
lhi04_7
lhi04_8
lhi04_9
lhi04_10
lhi04_11
lhi04_12
lhi04_13
lhi04_14
lhi04_15
lhi04_16
lhi04_17
lhi04_18
lhi04_19
lhi04_20
lhi05a_1
lhi05a_2
lhi05a_3
lhi05a_4
lhi05a_5
lhi05a_6
lhi05a_7
lhi05a_8
lhi05a_9
lhi05a_10
lhi05a_11
lhi05a_12
lhi05a_13
lhi05a_14
lhi05a_15
lhi05a_16
lhi05a_17
lhi05a_18
lhi05a_19
lhi05a_20
lhi05b_1
lhi05b_2
lhi05b_3
lhi05b_4
lhi05b_5
lhi05b_6
lhi05b_7
lhi05b_8
lhi05b_9
lhi05b_10
lhi05b_11
lhi05b_12
lhi05b_13
lhi05b_14
lhi05b_15
lhi05b_16
lhi05b_17
lhi05b_18
lhi05b_19
lhi05b_20
lhi06_1
lhi06_2
lhi06_3
lhi06_4
lhi06_5
lhi06_6
lhi06_7
lhi06_8
lhi06_9
lhi06_10
lhi06_11
lhi06_12
lhi06_13
lhi06_14
lhi06_15
lhi06_16
lhi06_17
lhi06_18
lhi06_19
lhi06_20
lhi07_1
lhi07_2
lhi07_3
lhi07_4
lhi07_5
lhi07_6
lhi07_7
lhi07_8
lhi07_9
lhi07_10
lhi07_11
lhi07_12
lhi07_13
lhi07_14
lhi07_15
lhi07_16
lhi07_17
lhi07_18
lhi07_19
lhi07_20
lhi08_1
lhi08_2
lhi08_3
lhi08_4
lhi08_5
lhi08_6
lhi08_7
lhi08_8
lhi08_9
lhi08_10
lhi08_11
lhi08_12
lhi08_13
lhi08_14
lhi08_15
lhi08_16
lhi08_17
lhi08_18
lhi08_19
lhi08_20
lhi09_1
lhi09_2
lhi09_3
lhi09_4
lhi09_5
lhi09_6
lhi09_7
lhi09_8
lhi09_9
lhi09_10
lhi09_11
lhi09_12
lhi09_13
lhi09_14
lhi09_15
lhi09_16
lhi09_17
lhi09_18
lhi09_19
lhi09_20
lhi10_1
lhi10_2
lhi10_3
lhi10_4
lhi10_5
lhi10_6
lhi10_7
lhi10_8
lhi10_9
lhi10_10
lhi10_11
lhi10_12
lhi10_13
lhi10_14
lhi10_15
lhi10_16
lhi10_17
lhi10_18
lhi10_19
lhi10_20
lhi11_1
lhi11_2
lhi11_3
lhi11_4
lhi11_5
lhi11_6
lhi11_7
lhi11_8
lhi11_9
lhi11_10
lhi11_11
lhi11_12
lhi11_13
lhi11_14
lhi11_15
lhi11_16
lhi11_17
lhi11_18
lhi11_19
lhi11_20
lhi12_1
lhi12_2
lhi12_3
lhi12_4
lhi12_5
lhi12_6
lhi12_7
lhi12_8
lhi12_9
lhi12_10
lhi12_11
lhi12_12
lhi12_13
lhi12_14
lhi12_15
lhi12_16
lhi12_17
lhi12_18
lhi12_19
lhi12_20
lhi13_1
lhi13_2
lhi13_3
lhi13_4
lhi13_5
lhi13_6
lhi13_7
lhi13_8
lhi13_9
lhi13_10
lhi13_11
lhi13_12
lhi13_13
lhi13_14
lhi13_15
lhi13_16
lhi13_17
lhi13_18
lhi13_19
lhi13_20
lhi14_1
lhi14_2
lhi14_3
lhi14_4
lhi14_5
lhi14_6
lhi14_7
lhi14_8
lhi14_9
lhi14_10
lhi14_11
lhi14_12
lhi14_13
lhi14_14
lhi14_15
lhi14_16
lhi14_17
lhi14_18
lhi14_19
lhi14_20
lhi15a_1
lhi15a_2
lhi15a_3
lhi15a_4
lhi15a_5
lhi15a_6
lhi15a_7
lhi15a_8
lhi15a_9
lhi15a_10
lhi15a_11
lhi15a_12
lhi15a_13
lhi15a_14
lhi15a_15
lhi15a_16
lhi15a_17
lhi15a_18
lhi15a_19
lhi15a_20
lhi15b_1
lhi15b_2
lhi15b_3
lhi15b_4
lhi15b_5
lhi15b_6
lhi15b_7
lhi15b_8
lhi15b_9
lhi15b_10
lhi15b_11
lhi15b_12
lhi15b_13
lhi15b_14
lhi15b_15
lhi15b_16
lhi15b_17
lhi15b_18
lhi15b_19
lhi15b_20
lhi16_1
lhi16_2
lhi16_3
lhi16_4
lhi16_5
lhi16_6
lhi16_7
lhi16_8
lhi16_9
lhi16_10
lhi16_11
lhi16_12
lhi16_13
lhi16_14
lhi16_15
lhi16_16
lhi16_17
lhi16_18
lhi16_19
lhi16_20
lhi17_1
lhi17_2
lhi17_3
lhi17_4
lhi17_5
lhi17_6
lhi17_7
lhi17_8
lhi17_9
lhi17_10
lhi17_11
lhi17_12
lhi17_13
lhi17_14
lhi17_15
lhi17_16
lhi17_17
lhi17_18
lhi17_19
lhi17_20
lhi18
lhi19
lhi20
lhi21
lhi22
lhi23
lhi25_1
lhi25_2
lhi25_3
lhi25_4
lhi25_5
lhi25_6
lhi25_7
lhi25_8
lhi25_9
lhi25_10
lhi25_11
lhi25_12
lhi25_13
lhi25_14
lhi25_15
lhi25_16
lhi25_17
lhi25_18
lhi25_19
lhi25_20
lhi26_1
lhi26_2
lhi26_3
lhi26_4
lhi26_5
lhi26_6
lhi26_7
lhi26_8
lhi26_9
lhi26_10
lhi26_11
lhi26_12
lhi26_13
lhi26_14
lhi26_15
lhi26_16
lhi26_17
lhi26_18
lhi26_19
lhi26_20
lhi27_1
lhi27_2
lhi27_3
lhi27_4
lhi27_5
lhi27_6
lhi27_7
lhi27_8
lhi27_9
lhi27_10
lhi27_11
lhi27_12
lhi27_13
lhi27_14
lhi27_15
lhi27_16
lhi27_17
lhi27_18
lhi27_19
lhi27_20
lhi28_1
lhi28_2
lhi28_3
lhi28_4
lhi28_5
lhi28_6
lhi28_7
lhi28_8
lhi28_9
lhi28_10
lhi28_11
lhi28_12
lhi28_13
lhi28_14
lhi28_15
lhi28_16
lhi28_17
lhi28_18
lhi28_19
lhi28_20
lhi29_1
lhi29_2
lhi29_3
lhi29_4
lhi29_5
lhi29_6
lhi29_7
lhi29_8
lhi29_9
lhi29_10
lhi29_11
lhi29_12
lhi29_13
lhi29_14
lhi29_15
lhi29_16
lhi29_17
lhi29_18
lhi29_19
lhi29_20
lhi29_fulldate1
lhi29_fulldate2
lhi29_fulldate3
lhi29_fulldate4
lhi29_fulldate5
lhi29_fulldate6
lhi29_fulldate7
lhi29_fulldate8
lhi29_fulldate9
lhi29_fulldate10
lhi29_fulldate11
lhi29_fulldate12
lhi29_fulldate13
lhi29_fulldate14
lhi29_fulldate15
lhi29_fulldate16
lhi29_fulldate17
lhi29_fulldate18
lhi29_fulldate19
lhi29_fulldate20
childage_1
childage_2
childage_3
childage_4
childage_5
childage_6
childage_7
childage_8
childage_9
childage_10
childage_11
childage_12
childage_13
childage_14
childage_15
childage_16
childage_17
childage_18
childage_19
childage_20
lhi30_1
lhi30_2
lhi30_3
lhi30_4
lhi30_5
lhi30_6
lhi30_7
lhi30_8
lhi30_9
lhi30_10
lhi30_11
lhi30_12
lhi30_13
lhi30_14
lhi30_15
lhi30_16
lhi30_17
lhi30_18
lhi30_19
lhi30_20
lhi31_1
lhi31_2
lhi31_3
lhi31_4
lhi31_5
lhi31_6
lhi31_7
lhi31_8
lhi31_9
lhi31_10
lhi31_11
lhi31_12
lhi31_13
lhi31_14
lhi31_15
lhi31_16
lhi31_17
lhi31_18
lhi31_19
lhi31_20
lhi32_1
lhi32_2
lhi32_3
lhi32_4
lhi32_5
lhi32_6
lhi32_7
lhi32_8
lhi32_9
lhi32_10
lhi32_11
lhi32_12
lhi32_13
lhi32_14
lhi32_15
lhi32_16
lhi32_17
lhi32_18
lhi32_19
lhi32_20
lhi33_1
lhi33_2
lhi33_3
lhi33_4
lhi33_5
lhi33_6
lhi33_7
lhi33_8
lhi33_9
lhi33_10
lhi33_11
lhi33_12
lhi33_13
lhi33_14
lhi33_15
lhi33_16
lhi33_17
lhi33_18
lhi33_19
lhi33_20
lhi33u_1
lhi33u_2
lhi33u_3
lhi33u_4
lhi33u_5
lhi33u_6
lhi33u_7
lhi33u_8
lhi33u_9
lhi33u_10
lhi33u_11
lhi33u_12
lhi33u_13
lhi33u_14
lhi33u_15
lhi33u_16
lhi33u_17
lhi33u_18
lhi33u_19
lhi33u_20
lhi34_1
lhi34_2
lhi34_3
lhi34_4
lhi34_5
lhi34_6
lhi34_7
lhi34_8
lhi34_9
lhi34_10
lhi34_11
lhi34_12
lhi34_13
lhi34_14
lhi34_15
lhi34_16
lhi34_17
lhi34_18
lhi34_19
lhi34_20
lhi35_1
lhi35_2
lhi35_3
lhi35_4
lhi35_5
lhi35_6
lhi35_7
lhi35_8
lhi35_9
lhi35_10
lhi35_11
lhi35_12
lhi35_13
lhi35_14
lhi35_15
lhi35_16
lhi35_17
lhi35_18
lhi35_19
lhi35_20
lhi36_1
lhi36_2
lhi36_3
lhi36_4
lhi36_5
lhi36_6
lhi36_7
lhi36_8
lhi36_9
lhi36_10
lhi36_11
lhi36_12
lhi36_13
lhi36_14
lhi36_15
lhi36_16
lhi36_17
lhi36_18
lhi36_19
lhi36_20
lhi37_1
lhi37_2
lhi37_3
lhi37_4
lhi37_5
lhi37_6
lhi37_7
lhi37_8
lhi37_9
lhi37_10
lhi37_11
lhi37_12
lhi37_13
lhi37_14
lhi37_15
lhi37_16
lhi37_17
lhi37_18
lhi37_19
lhi37_20
lhi38_1
lhi38_2
lhi38_3
lhi38_4
lhi38_5
lhi38_6
lhi38_7
lhi38_8
lhi38_9
lhi38_10
lhi38_11
lhi38_12
lhi38_13
lhi38_14
lhi38_15
lhi38_16
lhi38_17
lhi38_18
lhi38_19
lhi38_20
lhi39a_1
lhi39a_2
lhi39a_3
lhi39a_4
lhi39a_5
lhi39a_6
lhi39a_7
lhi39a_8
lhi39a_9
lhi39a_10
lhi39a_11
lhi39a_12
lhi39a_13
lhi39a_14
lhi39a_15
lhi39a_16
lhi39a_17
lhi39a_18
lhi39a_19
lhi39a_20
lhi39au_1
lhi39au_2
lhi39au_3
lhi39au_4
lhi39au_5
lhi39au_6
lhi39au_7
lhi39au_8
lhi39au_9
lhi39au_10
lhi39au_11
lhi39au_12
lhi39au_13
lhi39au_14
lhi39au_15
lhi39au_16
lhi39au_17
lhi39au_18
lhi39au_19
lhi39au_20
lhi39b_1
lhi39b_2
lhi39b_3
lhi39b_4
lhi39b_5
lhi39b_6
lhi39b_7
lhi39b_8
lhi39b_9
lhi39b_10
lhi39b_11
lhi39b_12
lhi39b_13
lhi39b_14
lhi39b_15
lhi39b_16
lhi39b_17
lhi39b_18
lhi39b_19
lhi39b_20
lhi39bu_1
lhi39bu_2
lhi39bu_3
lhi39bu_4
lhi39bu_5
lhi39bu_6
lhi39bu_7
lhi39bu_8
lhi39bu_9
lhi39bu_10
lhi39bu_11
lhi39bu_12
lhi39bu_13
lhi39bu_14
lhi39bu_15
lhi39bu_16
lhi39bu_17
lhi39bu_18
lhi39bu_19
lhi39bu_20
lhi40_1
lhi40_2
lhi40_3
lhi40_4
lhi40_5
lhi40_6
lhi40_7
lhi40_8
lhi40_9
lhi40_10
lhi40_11
lhi40_12
lhi40_13
lhi40_14
lhi40_15
lhi40_16
lhi40_17
lhi40_18
lhi40_19
lhi40_20
lhi41_1
lhi41_2
lhi41_3
lhi41_4
lhi41_5
lhi41_6
lhi41_7
lhi41_8
lhi41_9
lhi41_10
lhi41_11
lhi41_12
lhi41_13
lhi41_14
lhi41_15
lhi41_16
lhi41_17
lhi41_18
lhi41_19
lhi41_20
youngchildname
hhd01a
hhd01b
hhd03_1
hhd03_2
hhd03_3
hhd03_4
hhd03_5
hhd03_6
hhd03_7
hhd03_8
hhd03_9
hhd03_10
hhd03_11
hhd03_12
hhd03_13
hhd03_14
hhd03_15
hhd03_16
hhd03_17
hhd03_18
hhd03_19
hhd03_20
hhd04_1
hhd04_2
hhd04_3
hhd04_4
hhd04_5
hhd04_6
hhd04_7
hhd04_8
hhd04_9
hhd04_10
hhd04_11
hhd04_12
hhd04_13
hhd04_14
hhd04_15
hhd04_16
hhd04_17
hhd04_18
hhd04_19
hhd04_20
hhd05_1
hhd05_2
hhd05_3
hhd05_4
hhd05_5
hhd05_6
hhd05_7
hhd05_8
hhd05_9
hhd05_10
hhd05_11
hhd05_12
hhd05_13
hhd05_14
hhd05_15
hhd05_16
hhd05_17
hhd05_18
hhd05_19
hhd05_20
hhd06_1
hhd06_2
hhd06_3
hhd06_4
hhd06_5
hhd06_6
hhd06_7
hhd06_8
hhd06_9
hhd06_10
hhd06_11
hhd06_12
hhd06_13
hhd06_14
hhd06_15
hhd06_16
hhd06_17
hhd06_18
hhd06_19
hhd06_20
hhd07_1
hhd07_2
hhd07_3
hhd07_4
hhd07_5
hhd07_6
hhd07_7
hhd07_8
hhd07_9
hhd07_10
hhd07_11
hhd07_12
hhd07_13
hhd07_14
hhd07_15
hhd07_16
hhd07_17
hhd07_18
hhd07_19
hhd07_20
hhd08_1
hhd08_2
hhd08_3
hhd08_4
hhd08_5
hhd08_6
hhd08_7
hhd08_8
hhd08_9
hhd08_10
hhd08_11
hhd08_12
hhd08_13
hhd08_14
hhd08_15
hhd08_16
hhd08_17
hhd08_18
hhd08_19
hhd08_20
hhd09_1
hhd09_2
hhd09_3
hhd09_4
hhd09_5
hhd09_6
hhd09_7
hhd09_8
hhd09_9
hhd09_10
hhd09_11
hhd09_12
hhd09_13
hhd09_14
hhd09_15
hhd09_16
hhd09_17
hhd09_18
hhd09_19
hhd09_20
hhd11a
hhd11b
hhd11c
hhd11d
hhd11e
hhd11f
hhd12
hhd13a
hhd13b
hhd13c
hhd13d
hhd13e
hhd14
hhd15a
hhd15b
hhd15c
hhd15d
hhd16
hhd17
hhd18
hhd19_1
hhd19_2
hhd19_3
hhd19_4
hhd19_5
hhd19_6
hhd19_7
hhd19_8
hhd19_9
hhd19_10
hhd19_11
hhd19_12
hhd19_13
hhd19_14
hhd19_15
hhd19_16
hhd19_17
hhd19_18
hhd19_19
hhd19_20
hhd19_21
hhd19_22
hhd20
hhd20u
hhd21
hhd22
hhd23_1
hhd23_2
hhd23_3
hhd23_4
hhd23_5
hhd23_6
hhd23a
hhd23b
hhd23c
hhd23d
hhd23e
hhd23f
hhd23au
hhd23bu
hhd23cu
hhd23du
hhd23eu
hhd23fu
hhd24
hhd24u
hhd24a
hhd25
hhd26_1
hhd26_2
hhd26_3
hhd26_4
hhd26_5
hhd26_6
hhd26_7
hhd26_8
hhd26_9
hhd26_10
hhd26_11
hhd26_12
hhd26_13
hhd26_14
hhd26_15
hhd26_16
hhd26_17
hhd26_18
hhd26_19
hhd26_20
hhd26_21
hhd26_22
hhd28
hhd29_1
hhd29_2
hhd29_3
hhd29_4
hhd29_5
hhd29_6
hhd29_7
